entity,start_index,end_index,label,score
Procall Private Limited,20,42,ORG,0.9992034435272217
Procall Private Limited,30,52,ORG,0.9976558089256287
Triveni Commercial Complex,43,68,LOC,0.9939743280410767
Shiekh Sarai,49,60,LOC,0.9949668049812317
New Delhi,58,66,LOC,0.9990662336349487
Procall,70,76,ORG,0.9826294183731079
Telelogic India Pvt . Ltd,114,138,ORG,0.9994089007377625
Salarpuria,126,135,LOC,0.9968450665473938
Re,134,135,LOC,0.8291144371032715
Bangalore,139,147,LOC,0.9988610148429871
ProcallER,189,197,ORG,0.9970542788505554
Procall Pvt . Ltd,265,281,ORG,0.9982653856277466
Procall Pvt . Ltd,282,298,ORG,0.998020350933075
Procall Pvt . Ltd,321,337,ORG,0.9986727833747864
Procall,346,352,ORG,0.9980424046516418
Procall,374,380,ORG,0.997336745262146
