entity,start_index,end_index,label,score
INDIA,1,5,LOC,0.9669925570487976
of KarnatakaK,12,24,ORG,0.6951608657836914
TUMKUR,58,63,LOC,0.9186764359474182
K,63,63,LOC,0.8572405576705933
KAKAKSCUAGAVENI,73,87,LOC,0.990590512752533
NARAYANAAGAVI,104,116,ORG,0.3492056429386139
NARAYANDHU,133,142,ORG,0.35509708523750305
NARAY,149,153,ORG,0.34046563506126404
NAGAVENI,157,164,LOC,0.2744080126285553
NARAYANA,166,173,ORG,0.2978777587413788
S T Nagaveni,210,221,PER,0.8823337554931641
Narayan,222,228,PER,0.9942558407783508
Vanasuma nilaya Tumkur,227,248,LOC,0.9839571714401245
SS puram Cross,238,251,LOC,0.4521750211715698
Madhu,249,253,PER,0.9959351420402527
Sspuram,259,265,LOC,0.9809287190437317
Tumkur,262,267,LOC,0.784822940826416
R,327,327,MISC,0.9349749088287354
R,373,373,MISC,0.9099584817886353
