entity,start_index,end_index,label,score
'4 LESS ,',38,45,ORG,0.6592677235603333
LLC,43,45,ORG,0.4039112627506256
Management,52,61,ORG,0.9059792757034302
Jose Luis,56,64,ORG,0.9798383712768555
Salcido,58,64,PER,0.989529550075531
Management,85,94,ORG,0.7028061747550964
MOSSDALE BLVD,97,109,LOC,0.9934560656547546
California,114,123,LOC,0.9996656179428101
Superior Court of,139,155,ORG,0.877514123916626
Kern County,142,152,LOC,0.9894538521766663
Management,261,270,ORG,0.5575616955757141
