entity,start_index,end_index,label,score
KARNATAKA,7,15,LOC,0.5400075912475586
Bangalore,122,130,LOC,0.9976902008056641
Giddappa,138,145,PER,0.9977163672447205
Naga,147,150,PER,0.5348871350288391
Shu,156,158,LOC,0.6764692664146423
Rumamurthynagar,162,176,LOC,0.9951522350311279
Bangalore,168,176,LOC,0.9973509907722473
Pottumurthi Udayalax,189,208,PER,0.9847613573074341
Ramakr Kaj,202,211,LOC,0.9243679642677307
Main Bazar,218,227,LOC,0.8671882152557373
Miryalaguda,222,232,LOC,0.9970337152481079
i,227,227,LOC,0.8632937073707581
Nalgonda,229,236,LOC,0.9979450702667236
