entity,start_index,end_index,label,score
LANGKAWI,28,35,LOC,0.9954749345779419
KEDA,33,36,ORG,0.7953292727470398
MASIA,43,47,LOC,0.712189257144928
ROHAN BINTI IS,57,70,ORG,0.47783276438713074
MA I C,68,73,ORG,0.4948383569717407
O,178,178,PER,0.2892896234989166
K N,205,207,ORG,0.34025734663009644
LANG,226,229,LOC,0.9883406758308411
KEDA AM,231,237,ORG,0.6105650663375854
Ring,367,370,LOC,0.5196919441223145
Malaysia,369,376,ORG,0.2718251645565033
Malaysia,423,430,LOC,0.9664483070373535
