entity,start_index,end_index,label,score
ANAN,20,23,ORG,0.6579926609992981
C Sc,30,33,PER,0.9303911924362183
Changankariyil House Karuvanchal P,41,74,LOC,0.9757274389266968
Alakode,54,60,LOC,0.9867602586746216
Taliparamba,58,68,LOC,0.9668464064598083
Kannur Pi,63,71,LOC,0.981788158416748
B PUR,93,97,ORG,0.5995250344276428
Parapa,110,115,PER,0.8260491490364075
Puthra,114,119,LOC,0.592262327671051
Valsal,116,121,PER,0.38948318362236023
Nandavanam,132,141,LOC,0.7937735915184021
Chmbukku,137,144,LOC,0.36869049072265625
Thrikkakara,144,154,LOC,0.8888816833496094
P O Cochin,149,158,ORG,0.6641486287117004
BEENA PURATHAYIL MADHAVA,176,199,ORG,0.7135939598083496
Reg Valancia,216,227,LOC,0.6678191423416138
Thrikkakara,222,232,LOC,0.9767462015151978
Thrikkakara Municipality,257,280,LOC,0.9413250684738159
BNA PURATHAYIL MADHAVA,294,315,ORG,0.8828495144844055
English Calendar,378,393,MISC,0.9987480640411377
