entity,start_index,end_index,label,score
Agreement,17,25,MISC,0.8738135099411011
Lea,21,23,ORG,0.834072470664978
SHAIM MICHA,44,54,ORG,0.5095794200897217
M,92,92,PER,0.7850320339202881
ZAKARI,101,106,LOC,0.9023702144622803
OWNER,125,129,ORG,0.9766046404838562
O,154,154,ORG,0.759832501411438
JAL,178,180,ORG,0.5731877684593201
TUAN,191,194,ORG,0.6151503920555115
SA,199,200,LOC,0.894225537776947
R,216,216,MISC,0.7870508432388306
O,296,296,ORG,0.8861526250839233
OWNER,370,374,ORG,0.97548907995224
