entity,start_index,end_index,label,score
Bangalore,42,50,LOC,0.9990374445915222
S Parthasarathy,48,62,PER,0.9971879124641418
SS Ayyanga,56,65,PER,0.8341067433357239
Road No : 9,75,85,LOC,0.8660851716995239
Film Nagar,80,89,LOC,0.9847337603569031
Jubilee Hills,83,95,LOC,0.9801039099693298
Hyderabad,86,94,LOC,0.999427080154419
Hari Kiran Tholeti,111,128,PER,0.9990009069442749
Sambasiva Rao,119,131,PER,0.9984321594238281
P,133,133,LOC,0.6180940866470337
Sri Venkateswara Residency,137,162,LOC,0.9291524887084961
Central Excise Colony,147,167,LOC,0.9144213199615479
Bagamberpet,152,162,LOC,0.9934325814247131
Hyderabad,157,165,LOC,0.9992129802703857
S Parthasarathy,202,216,PER,0.994949221611023
Kendriya Vihar,241,254,LOC,0.9883971214294434
Bangalore,248,256,LOC,0.9970154166221619
Bellary Road,250,261,LOC,0.9910198450088501
Yelahanka,254,262,LOC,0.9953005909919739
Bangalore,259,267,LOC,0.9986170530319214
Kendriya,370,377,LOC,0.7481646537780762
Vihar Apartment Owners Association,373,406,ORG,0.7983096241950989
KVA,382,384,ORG,0.9955044388771057
