entity,start_index,end_index,label,score
Lesconges Help Desk,3,21,ORG,0.9949785470962524
Desk,51,54,ORG,0.980695903301239
SH,146,147,LOC,0.3571346700191498
VIYA,164,167,LOC,0.7109813094139099
CHINNAPANNA,174,184,ORG,0.6476128697395325
MARATHALL,184,192,LOC,0.683345377445221
BA,192,193,LOC,0.9714975357055664
VI,212,213,LOC,0.8181000351905823
CHANDR,215,220,ORG,0.3796885907649994
VINAYA,241,246,LOC,0.7551873326301575
CHNANNA,251,257,ORG,0.668438732624054
MATHA,261,265,LOC,0.36196932196617126
BA,269,270,LOC,0.9734799265861511
VINAYA,316,321,LOC,0.7237792015075684
CHNANNA,327,333,ORG,0.5016613006591797
MATHA,337,341,LOC,0.5572070479393005
BA,345,346,LOC,0.9857949614524841
